Article Date,Article Title,Organization,City,State,URL,Keywords,Summary
3/12/17 8:00,"Despite nationwide threats, local Jewish community feels safe",Columbia Daily Tribune,Columbia,MO,http://www.columbiatribune.com/news/local/despite-nationwide-threats-local-jewish-community-feels-safe/article_fa479a4a-072f-11e7-aadd-6bcbc83768ba.html,,
3/12/17 9:18,"He started fire to 'run Arabs out of our country,' cops say. The victims aren't Arab",Idaho Statesman,Boise,ID,http://www.idahostatesman.com/news/nation-world/national/article138057718.html,,
3/12/17 9:18,Man investigated for hate crime after attacking restaurant employee with a pipe,Chicago Tribune,Chicago,IL,http://www.chicagotribune.com/news/nationworld/ct-oregon-restaurant-attack-20170312-story.html,,
3/12/17 9:18,Man investigated for hate crime after attacking restaurant employee with pipe,Middletown Press,Middletown,CT,http://www.middletownpress.com/article/MI/20170312/NEWS/170319925,,
3/12/17 10:15,Racism is still rampant in South Africa. But is criminalising hatred the answer?,EconoTimes,,,http://www.econotimes.com/Racism-is-still-rampant-in-South-Africa-But-is-criminalising-hatred-the-answer-585768,,
3/12/17 14:11,Faith over fear,Renton Reporter,Renton,Washington,http://www.rentonreporter.com/news/faith-over-fear/,,
3/12/17 15:29,Three men charged with hate crimes in fatal shooting of black transgender woman,New York Daily News,,,http://www.nydailynews.com/news/crime/3-men-charged-hate-crimes-killing-transgender-woman-article-1.2995965,,
3/12/17 17:11,Get Out of America': Middle Eastern Restaurant Attacked in Potential Hate Crime,Daily Beast,New York,NY,http://www.thedailybeast.com/articles/2017/03/12/get-out-of-america-muslim-restaurant-attacked-in-hate-crime.html,,
3/12/17 18:30,Civil and human rights groups call for stronger response to hate incidents,LGBT Weekly,San Diego,California,http://lgbtweekly.com/2017/03/12/civil-and-human-rights-groups-call-for-stronger-response-to-hate-incidents/,,
3/12/17 19:32,Group protests Trump travel ban; calsl for end to hate crimes and immigrant deportation,ABC2 News,Baltimore,MD,http://www.abc2news.com/news/region/baltimore-city/group-protests-trump-travel-ban-calsl-for-end-to-hate-crimes-and-immigrant-deportation,,
